module,msgid,msgstr,occurrences
intn_mrp_metci,Production Count,,1
intn_mrp_metci,Range / Max Capacity,,1
intn_mrp_metci,Received ID Number,,1
intn_mrp_metci,Received Signature,,1
intn_mrp_metci,Received Signature Name,,1
intn_mrp_metci,Recibí Conforme,,1
intn_mrp_metci,Reject document,,1
intn_mrp_metci,Reset review,,1
intn_mrp_metci,Resolution,,1
intn_mrp_metci,Retiro Parcial,,1
intn_mrp_metci,Retiro Total,,1
intn_mrp_metci,Review comment,,1
intn_mrp_metci,Review date,,1
intn_mrp_metci,Reviewed by,,1
intn_mrp_metci,Sales Order,,1
intn_mrp_metci,Serial Number,,1
intn_mrp_metci,Servicios,,1
intn_mrp_metci,Set a laboratory or organism before confirming the request.,,1
intn_mrp_metci,Si,,1
intn_mrp_metci,Solicitud de Calibración,,2
intn_mrp_metci,State,,2
intn_mrp_metci,Tax ID,,1
intn_mrp_metci,The Tax Identification Number. Values here will be validated based on the country format. You can use '/' to indicate that the partner is not subject to tax.,,1
intn_mrp_metci,Third Party,,1
intn_mrp_metci,Third Party Document,,1
intn_mrp_metci,Third Party Name,,1
intn_mrp_metci,Total Pickup Date,,1
intn_mrp_metci,Total Pickup ONM ID,,1
intn_mrp_metci,Total Pickup ONM Name,,1
intn_mrp_metci,Total Pickup User ID,,1
intn_mrp_metci,Total Pickup User Name,,1
intn_mrp_metci,Unique Identifier,,1
intn_mrp_metci,Update Delivered Quantities,,1
intn_mrp_metci,User ID Number,,1
intn_mrp_metci,User Signature,,1
intn_mrp_metci,User Signature Name,,1
intn_mrp_metci,Users to Notify,,1
intn_mrp_metci,Usuario,,1
intn_mrp_metci,Wizard,,1
intn_mrp_metci,Work Center,,1
intn_mrp_metci,Work Date,,1
intn_mrp_metci,Work Not Performed,,1
intn_mrp_metci,Work Order Scheduled,,1
intn_mrp_metci,You are not allowed to access METCI requests from another organism.,,1
intn_mrp_metci,You cannot create METCI service requests outside your organisms.,,1
intn_mrp_metci,Your budget request %(name)s has been approved. Please submit payment proof to proceed with scheduling.,,1
intn_mrp_metci,Ítem,,1
intn_mrp_metci,Órdenes de producción,,1
intn_mrp_oiat,"<span class=""bold"">Entrada N°:</span>",,1
intn_mrp_oiat,"<span class=""bold"">Solicitante:</span>",,1
intn_mrp_oiat,"<span class=""bold"">Tembipota:</span>
                                Oipytyvõ tekoaty, mba’eapopyha, ñemureko ha
                                opaite mba’e’aporãme, taha’e jehapereka, kuave’ẽmby ñepytyvõmby,
                                mbojojaha, mba’era’ãha, tendyry ñangareko rupive, avei kuatia mboaje ha
                                jesareko
                                iporãve hag̃ua mba’eapopy, kuave’ẽmby, tapichakuéra jeikoporã ha
                                tekomo’ã, tembiapo omomba’eguasúva tekoaty ha tekoha reheve.
                                <span class=""bold"">Misión:</span>
                                Contribuir con la sociedad, la
                                industria, el comercio, el sector productivo, mediante la investigación,
                                servicios de asistencia técnica,
                                normalización, metrología, seguridad eléctrica, certificación e
                                inspección, para el mejoramiento de la calidad de los productos, los
                                servicios, el
                                bienestar y seguridad de las personas, con un enfoque de responsabilidad
                                social y ambiental.
                                <br/>
                                <span class=""bold"">Tembihecha:</span>
                                Temimoĩmby hembiapopyahukuaáva ha
                                ojepytaso añetéva, ojehechakuáva tetãpýre ha tetã ambue rupi omog̃uahẽ
                                porã rehe kuave’ẽmbyeta
                                puruharakuérape, imba’apoharakuéra ikatupyry ha imba’erechakuaágui, ha
                                upéichante avei oipytyvõhaguére tekoatýpe.
                                <span class=""bold"">Visión:</span>
                                Ser una institución innovadora y
                                competitiva, reconocida nacional e internacionalmente por la calidad de
                                sus servicios, la excelencia profesional
                                y humana de su gente, y su contribución
                                a la sociedad.
                                <br/>
                                Avda. Artigas 3973 y Gral. Roa / C.C. | Teléf.: 288 6000 |
                                www.intn.gov.py | e-mail: intn@intn.gov.py | Asunción – Paraguay",,1
intn_mrp_oiat,"Asunción,",,1
intn_mrp_oiat,CONSTANCIA,,1
intn_mrp_oiat,Certificate sequence is not configured.,,1
intn_mrp_oiat,Department,,1
intn_mrp_oiat,Done,,1
intn_mrp_oiat,Execution date,,1
intn_mrp_oiat,Fecha del Informe:,,1
intn_mrp_oiat,Fin de Informe,,1
intn_mrp_oiat,Group By,,1
intn_mrp_oiat,INFORME DE ENSAYO,,1
intn_mrp_oiat,INFORME TÉCNICO,,1
intn_mrp_oiat,Jefe de Dpto.,,2
intn_mrp_oiat,Jefe de Unidad,,2
intn_mrp_oiat,Motivo de anulación:,,1
intn_mrp_oiat,No ir.sequence found for code %s. Configure sequences.,,1
intn_mrp_oiat,Nº:,,2
intn_mrp_oiat,OIAT,,1
intn_mrp_oiat,Only draft reports can be deleted.,,1
intn_mrp_oiat,Profesional Técnico,,1
intn_mrp_oiat,Provide the void reason before voiding.,,1
intn_mrp_oiat,Reception date,,1
intn_mrp_oiat,Report date,,1
intn_mrp_oiat,Report type,,1
intn_mrp_oiat,The certificate is not approved.,,1
intn_mrp_oiat,The report is not approved.,,1
intn_mrp_oiat,The technician is not in this department.,,1
intn_mrp_oiat,This work order already has an OIAT report of this type.,,1
intn_mrp_oiat,Under review,,1
intn_mrp_oiat,You cannot edit this record in its current state.,,1
intn_mrp_oiat,You do not have permission to perform this action.,,2
intn_mrp_oiat,Abbreviation,,1
intn_mrp_oiat,Act number,,1
intn_mrp_oiat,Address,,1
intn_mrp_oiat,Assay item,,1
intn_mrp_oiat,Beneficiary,,1
intn_mrp_oiat,Chief,,1
intn_mrp_oiat,Client requester and beneficiary,,1
intn_mrp_oiat,Configuration,,1
intn_mrp_oiat,Dates,,1
intn_mrp_oiat,Dept. code,,1
intn_mrp_oiat,Determinations,,1
intn_mrp_oiat,Expedient is required for non-internal OIAT reports.,,1
intn_mrp_oiat,Expedient number,,1
intn_mrp_oiat,LPI,,1
intn_mrp_oiat,OIAT Report,,1
intn_mrp_oiat,OIAT change the abbreviation of the correlative,,1
intn_mrp_oiat,Parties,,1
intn_mrp_oiat,Quantity,,1
intn_mrp_oiat,References,,1
intn_mrp_oiat,Requester,,1
intn_mrp_oiat,Responsible parties,,1
intn_mrp_oiat,Service type,,1
intn_mrp_oiat,Short label used in OIAT report correlatives.,,1
intn_mrp_oiat,OIAT report,,0
intn_mrp_oiat_fuel,ID,,1
intn_mrp_oiat_fuel,No ir.sequence found for code %s. Configure sequences.,,1
intn_mrp_oiat_fuel,Only draft reports can be deleted.,,1
intn_mrp_oiat_fuel,Provide the void reason before voiding.,,1
intn_mrp_oiat_fuel,The determination line must belong to the selected expedient.,,1
intn_mrp_oiat_fuel,The report is not approved.,,1
intn_mrp_oiat_fuel,The technician is not in this department.,,1
intn_mrp_oiat_fuel,You cannot edit this record in its current state.,,1
intn_mrp_oiat_fuel,You do not have permission to perform this action.,,1
intn_mrp_oni,"""Descripcion del/los item(s) de inspeccion:",,1
intn_mrp_oni,*Este ACTA debera ser completado en el lugar y momento del muestreo,,1
intn_mrp_oni,"<br/>
                                                    <span class=""bold"">Tembipota:</span>
                                                    Oipytyvõ tekoaty, mba’eapopyha, ñemureko ha
                                                    opaite mba’e’aporãme, taha’e jehapereka, kuave’ẽmby ñepytyvõmby,
                                                    mbojojaha, mba’era’ãha, tendyry ñangareko rupive, avei kuatia mboaje
                                                    ha jesareko
                                                    iporãve hag̃ua mba’eapopy, kuave’ẽmby, tapichakuéra jeikoporã ha
                                                    tekomo’ã, tembiapo omomba’eguasúva tekoaty ha tekoha reheve.
                                                    <span class=""bold"">Misión:</span>Contribuir con la sociedad, la
                                                    industria, el comercio, el sector productivo, mediante la
                                                    investigación, servicios de asistencia técnica,
                                                    normalización, metrología, seguridad eléctrica, certificación e
                                                    inspección, para el mejoramiento de la calidad de los productos, los
                                                    servicios, el
                                                    bienestar y seguridad de las personas, con un enfoque de
                                                    responsabilidad social y ambiental.
                                                    <br/>
                                                    <span class=""bold"">Tembihecha:</span>Temimoĩmby hembiapopyahukuaáva
                                                    ha ojepytaso añetéva, ojehechakuáva tetãpýre ha tetã ambue rupi
                                                    omog̃uahẽ porã rehe kuave’ẽmbyeta
                                                    puruharakuérape, imba’apoharakuéra ikatupyry ha imba’erechakuaágui,
                                                    ha upéichante avei oipytyvõhaguére tekoatýpe.
                                                    <span class=""bold"">Visión:</span>Ser una institución innovadora y
                                                    competitiva, reconocida nacional e internacionalmente por la calidad
                                                    de sus servicios, la excelencia profesional
                                                    y humana de su gente, y su contribución
                                                    a la sociedad.",,5
intn_mrp_oni,"<br/>
                                                <span class=""bold"">Codigo</span>
                                                FOR-ONI-37
                                                <br/>

                                                <span class=""bold"">Version</span>
                                                02
                                                <br/>
                                                <span class=""bold"">Vigencia</span>",,1
intn_mrp_oni,"<br/>
                                                <span class=""bold"">Folio N°</span>
                                                <span class=""page""/>",,1
intn_mrp_oni,"<br/>
                                                <span class=""bold"">Organismo Nacional de Inspeccion (ONI)</span>
                                                <br/>
                                                <br/>
                                                <span class=""bold"">Registro de Inspeccion</span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                                (ABREV) N°:
                                                            </span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                                Direccion:
                                                            </span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                                Dpto. Ejecutor:
                                                            </span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                                Entrada N°:
                                                            </span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                                Materia(s) prima(s) e Insumo(s):
                                                            </span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                                Producto(s) de exportación:
                                                            </span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                                Solicitante:
                                                            </span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                            (DINS) N°:
                                                        </span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                            Direccion:
                                                        </span>",,3
intn_mrp_oni,"<span class=""bold"">
                                                            Dpto. Ejecutor:
                                                        </span>",,3
intn_mrp_oni,"<span class=""bold"">
                                                            Entrada N°:
                                                        </span>",,1
intn_mrp_oni,"<span class=""bold"">
                                                            FOR-N-04
                                                        </span>",,2
intn_mrp_oni,"<span class=""bold"">
                                                            Solicitante:
                                                        </span>",,3
intn_mrp_oni,"<span class=""bold"">
                                                        FOR-N-04 /
                                                    </span>
                                                    Versión: 01/ Vigencia:",,1
intn_mrp_oni,"<span class=""bold"">Entrada INTN N°</span>",,1
intn_mrp_oni,"<span class=""bold"">Fecha:</span>",,1
intn_mrp_oni,"<span class=""bold"">Nombre de contacto:</span>",,1
intn_mrp_oni,"<span class=""bold"">Telefono:</span>",,1
intn_mrp_oni,"<span>
                                                            Código: FOR-ONI-36, Versión: 05
                                                        </span>",,3
intn_mrp_oni,ABREVIATURAS,,4
intn_mrp_oni,Access Token,,8
intn_mrp_oni,Acta de Inspeccion N°,,1
intn_mrp_oni,Action Needed,,8
intn_mrp_oni,Activities,,8
intn_mrp_oni,Activity Exception Decoration,,8
intn_mrp_oni,Activity State,,8
intn_mrp_oni,Activity Type Icon,,8
intn_mrp_oni,Approve,,7
intn_mrp_oni,Approved,,7
intn_mrp_oni,Assay reports,,1
intn_mrp_oni,Assay sequence is not configured.,,1
intn_mrp_oni,Attachment Count,,8
intn_mrp_oni,Authorization Period,,1
intn_mrp_oni,"Avda. Artigas 3973 y Gral. Roa / C.C. | Teléf.: 288 6000 |
                                                    www.intn.gov.py | e-mail: intn@intn.gov.py | Asunción – Paraguay",,5
intn_mrp_oni,Bodies,,2
intn_mrp_oni,"C.I.,Aclaracion o Sello",,1
intn_mrp_oni,CERTIFICADO DE INSPECCIÓN,,1
intn_mrp_oni,Cancel,,8
intn_mrp_oni,Capacity,,1
intn_mrp_oni,Certificado de Inspección,,1
intn_mrp_oni,Certificate sequence is not configured.,,2
intn_mrp_oni,City,,8
intn_mrp_oni,Client Display Name,,3
intn_mrp_oni,Confirm,,8
intn_mrp_oni,Confirmed,,8
intn_mrp_oni,Contact person,,4
intn_mrp_oni,Contact phone,,3
intn_mrp_oni,Created by,,8
intn_mrp_oni,Created on,,8
intn_mrp_oni,Customer,,9
intn_mrp_oni,DATOS DE LA INSPECCION,,1
intn_mrp_oni,DATOS DEL CLIENTE,,2
intn_mrp_oni,DIRECTOR DEL ONI,,2
intn_mrp_oni,Department,,6
intn_mrp_oni,Descripcion del item,,1
intn_mrp_oni,Descripción,,1
intn_mrp_oni,Despacho de importación,,1
intn_mrp_oni,"Desperdicio a exportar, en",,1
intn_mrp_oni,Determination,,1
intn_mrp_oni,Direccion,,1
intn_mrp_oni,Dirección,,2
intn_mrp_oni,Display Name,,8
intn_mrp_oni,Draft,,8
intn_mrp_oni,"El Organismo Nacional de Inspección (ONI) certifica que el
                                                        solicitante
                                                        cumple con lo establecido en la Norma Pa-
                                                        raguaya NP 16 012 70, Edición 1995 para operar como Planta de
                                                        almacenamiento y envasado de GLP.",,1
intn_mrp_oni,Emission Date,,2
intn_mrp_oni,End,,3
intn_mrp_oni,Entrada N°,,1
intn_mrp_oni,Execution date,,1
intn_mrp_oni,Expedient,,3
intn_mrp_oni,Export product,,1
intn_mrp_oni,FIRMA DEL/LA SOLICITANTE O TESTIGO DE LA INSPECCION,,1
intn_mrp_oni,FIRMA DEL/LA<br/>INSPECTOR/A,,1
intn_mrp_oni,Fecha de ejecucion:,,5
intn_mrp_oni,Fecha de recepcion:,,5
intn_mrp_oni,Fecha emision,,1
intn_mrp_oni,Fecha informe:,,5
intn_mrp_oni,Fecha/s de la inspección,,1
intn_mrp_oni,Fin de inspeccion.,,2
intn_mrp_oni,Followers,,8
intn_mrp_oni,Followers (Partners),,8
intn_mrp_oni,Font awesome icon e.g. fa-tasks,,8
intn_mrp_oni,Has Message,,8
intn_mrp_oni,Html Block 1,,3
intn_mrp_oni,Html Block 2,,2
intn_mrp_oni,Html Block 3,,3
intn_mrp_oni,Html Block 4,,1
intn_mrp_oni,ID,,8
intn_mrp_oni,INFORME DE ENSAYO,,1
intn_mrp_oni,INFORME DE INSPECCION,,2
intn_mrp_oni,INTN ONI laboratory,,1
intn_mrp_oni,INTN entry,,1
intn_mrp_oni,Icon,,8
intn_mrp_oni,Icon to indicate an exception activity.,,8
intn_mrp_oni,"If checked, new messages require your attention.",,8
intn_mrp_oni,"If checked, some messages have a delivery error.",,16
intn_mrp_oni,Informe Tecnico,,1
intn_mrp_oni,Informe Tecnico (Maquila),,1
intn_mrp_oni,Informe de Ensayo,,1
intn_mrp_oni,Informe de Inspección,,1
intn_mrp_oni,Informe/s de Resultado/s,,1
intn_mrp_oni,Inspection Date,,1
intn_mrp_oni,Inspection certificates,,1
intn_mrp_oni,Inspection execution date,,1
intn_mrp_oni,Inspection log sequence is not configured.,,1
intn_mrp_oni,Inspection logs,,1
intn_mrp_oni,Inspection report,,1
intn_mrp_oni,Inspection reports,,1
intn_mrp_oni,Is Follower,,8
intn_mrp_oni,Jefe/a de Departamento,,3
intn_mrp_oni,Lab Registry,,1
intn_mrp_oni,Last Updated by,,8
intn_mrp_oni,Last Updated on,,8
intn_mrp_oni,Lugar/Dpto.,,1
intn_mrp_oni,Manufacturer,,1
intn_mrp_oni,Message Delivery error,,8
intn_mrp_oni,Messages,,8
intn_mrp_oni,Method Applied,,1
intn_mrp_oni,Methods Used,,5
intn_mrp_oni,Metodos utilizados:,,1
intn_mrp_oni,My Activity Deadline,,8
intn_mrp_oni,NOTAS,,5
intn_mrp_oni,Name,,8
intn_mrp_oni,Name Report Print,,7
intn_mrp_oni,Next Activity Calendar Event,,8
intn_mrp_oni,Next Activity Deadline,,8
intn_mrp_oni,Next Activity Summary,,8
intn_mrp_oni,Next Activity Type,,8
intn_mrp_oni,Norma o Metodo Aplicado,,1
intn_mrp_oni,Number of Actions,,8
intn_mrp_oni,Number of errors,,8
intn_mrp_oni,Number of messages requiring action,,8
intn_mrp_oni,Number of messages with delivery error,,8
intn_mrp_oni,OBSERVACIONES,,1
intn_mrp_oni,ONA report,,2
intn_mrp_oni,ONI,,1
intn_mrp_oni,ONI N°,,1
intn_mrp_oni,ONI assay report,,4
intn_mrp_oni,ONI assay report (PDF),,1
intn_mrp_oni,ONI assay reports,,2
intn_mrp_oni,ONI inspection certificate,,3
intn_mrp_oni,ONI inspection certificate (PDF),,1
intn_mrp_oni,ONI inspection certificates,,2
intn_mrp_oni,ONI inspection log,,2
intn_mrp_oni,ONI inspection log (PDF),,1
intn_mrp_oni,ONI inspection log (act),,1
intn_mrp_oni,ONI inspection logs,,2
intn_mrp_oni,ONI inspection report,,4
intn_mrp_oni,ONI inspection report (PDF),,1
intn_mrp_oni,ONI inspection reports,,2
intn_mrp_oni,ONI report approver,,1
intn_mrp_oni,ONI technical maquila report,,4
intn_mrp_oni,ONI technical maquila report (PDF),,1
intn_mrp_oni,ONI technical maquila reports,,2
intn_mrp_oni,ONI technical report,,4
intn_mrp_oni,ONI technical report (PDF),,1
intn_mrp_oni,ONI technical reports,,2
intn_mrp_oni,Objeto de la Visita,,1
intn_mrp_oni,"Pag.
                                                        <span class=""page""/>
                                                        de
                                                        <span class=""topage""/>",,5
intn_mrp_oni,Partner state,,1
intn_mrp_oni,Periodo de autorizacion,,1
intn_mrp_oni,Ratings,,8
intn_mrp_oni,Raw Materials,,1
intn_mrp_oni,Reception date,,1
intn_mrp_oni,Registro de Inspección,,1
intn_mrp_oni,Report Date,,5
intn_mrp_oni,Report Variant,,2
intn_mrp_oni,Report without ONA,,2
intn_mrp_oni,Responsible User,,8
intn_mrp_oni,Result summary,,1
intn_mrp_oni,SMS Delivery error,,8
intn_mrp_oni,Sale Order,,3
intn_mrp_oni,Solicitante,,3
intn_mrp_oni,Start,,3
intn_mrp_oni,State,,8
intn_mrp_oni,"Status based on activities
Overdue: Due date is already passed
Today: Activity date is today
Planned: Future activities.",,8
intn_mrp_oni,Street,,8
intn_mrp_oni,Sugerencias y Observaciones,,1
intn_mrp_oni,Suggestions and observations,,1
intn_mrp_oni,Technical maquila reports,,1
intn_mrp_oni,Technical maquila sequence is not configured.,,1
intn_mrp_oni,Technical report sequence is not configured.,,1
intn_mrp_oni,Technical reports,,1
intn_mrp_oni,The certificate is not approved.,,1
intn_mrp_oni,The log is not approved.,,1
intn_mrp_oni,The report is not approved.,,3
intn_mrp_oni,This work order already has an ONI assay report.,,1
intn_mrp_oni,This work order already has an ONI inspection report.,,1
intn_mrp_oni,This work order already has an ONI technical maquila report.,,1
intn_mrp_oni,This work order already has an ONI technical report.,,1
intn_mrp_oni,Type of the exception activity on record.,,8
intn_mrp_oni,Técnico/s,,2
intn_mrp_oni,Unit of measure,,1
intn_mrp_oni,User,,7
intn_mrp_oni,Validity (days),,1
intn_mrp_oni,Validity Date,,1
intn_mrp_oni,Validity End,,1
intn_mrp_oni,Vigencia,,1
intn_mrp_oni,Visit Purpose,,1
intn_mrp_oni,Website Messages,,8
intn_mrp_oni,Website communication history,,8
intn_mrp_oni,Work order,,2
intn_mrp_oni,Workorder,,3
intn_mrp_oni,You do not have permission to perform this action.,,3
intn_mrp_oni,[Nombre y Apellido],,1
intn_mrp_oni,"<span class=""bold"">
                                                            N° Entrada N°:
                                                        </span>",,2
intn_mrp_oni,"<span class=""bold"">
                                                            Persona de contacto:
                                                        </span>",,2
intn_mrp_oni,"<span class=""bold"">
                                                            Teléfono:
                                                        </span>",,2
intn_mrp_oni,"<span class=""bold"">Direccion:</span>",,1
intn_mrp_oni,"<span class=""bold"">Dpto. Ejecutor:</span>",,1
intn_mrp_oni,"<span class=""bold"">Entrada N°:</span>",,1
intn_mrp_oni,"<span class=""bold"">Persona de contacto:</span>",,1
intn_mrp_oni,"<span class=""bold"">Solicitante:</span>",,1
intn_mrp_oni,"<span class=""bold"">Teléfono:</span>",,1
intn_mrp_oni,ABREVIATIONS,,1
intn_mrp_oni,Abbreviation,,1
intn_mrp_oni,Abbreviations,,4
intn_mrp_oni,Abbreviations and Notes,,1
intn_mrp_oni,Abbreviations and notes,,1
intn_mrp_oni,Acta INTN N°,,1
intn_mrp_oni,Acta INTN N°:,,1
intn_mrp_oni,Address,,1
intn_mrp_oni,Applicant and Contact Information,,1
intn_mrp_oni,CONSTANCIA DE NO REALIZACIÓN DE SERVICIO,,1
intn_mrp_oni,Cancelled,,1
intn_mrp_oni,Certificate Of Noncompletion,,1
intn_mrp_oni,Certificate of Noncompletion,,3
intn_mrp_oni,Certificate of Noncompletion (PDF),,1
intn_mrp_oni,Certificates of Noncompletion,,2
intn_mrp_oni,Click here to enter text...,,1
intn_mrp_oni,Config Settings,,1
intn_mrp_oni,Constancia de No Cumplimiento,,1
intn_mrp_oni,Contact Person,,1
intn_mrp_oni,DESCRIPCION DEL SERVICIO REALIZADO,,2
intn_mrp_oni,Date of Receipt,,1
intn_mrp_oni,Dates of the Process,,1
intn_mrp_oni,Departamento,,1
intn_mrp_oni,Descripcion,,1
intn_mrp_oni,Description,,3
intn_mrp_oni,Descriptions,,1
intn_mrp_oni,Entry No.,,1
intn_mrp_oni,Execution Date,,1
intn_mrp_oni,Expediente N°,,1
intn_mrp_oni,Fecha de emisión,,1
intn_mrp_oni,Fin de Informe.,,1
intn_mrp_oni,Fin del informe.,,2
intn_mrp_oni,INFORME DE INSPECCIÓN,,1
intn_mrp_oni,INFORME DE MUESTREO,,1
intn_mrp_oni,INFORME DE NO INTERVENCIÓN,,1
intn_mrp_oni,INTN/,,2
intn_mrp_oni,Imágenes para reportes ONI,,1
intn_mrp_oni,Informe de Muestreo,,1
intn_mrp_oni,Informe de No Intervención,,1
intn_mrp_oni,Inspected Requirements,,1
intn_mrp_oni,Item Identification,,1
intn_mrp_oni,Item:,,1
intn_mrp_oni,JEFE DE DEPARTAMENTO,,1
intn_mrp_oni,Jefa de Departamento,,2
intn_mrp_oni,Logo auxiliar 1,,2
intn_mrp_oni,Logo auxiliar 2,,2
intn_mrp_oni,Logo superior derecho,,2
intn_mrp_oni,Logo superior izquierdo,,2
intn_mrp_oni,Lugar de muestreo,,1
intn_mrp_oni,Manufacturing Order,,1
intn_mrp_oni,MÉTODOS UTILIZADOS,,1
intn_mrp_oni,NOTES,,1
intn_mrp_oni,No se encuentra configurada la secuencia de informe de inspección,,1
intn_mrp_oni,Notes,,6
intn_mrp_oni,ONI Certificate of Noncompletion,,1
intn_mrp_oni,ONI Sampling Report,,1
intn_mrp_oni,ONI sampling report,,1
intn_mrp_oni,ONI sampling reports,,2
intn_mrp_oni,Only draft certificates can be confirmed.,,1
intn_mrp_oni,Only draft or confirmed certificates can be cancelled.,,1
intn_mrp_oni,Order Reference,,1
intn_mrp_oni,Phone,,2
intn_mrp_oni,Results / Determination,,1
intn_mrp_oni,Sampling Place,,1
intn_mrp_oni,Sampling Report,,2
intn_mrp_oni,Sampling Report (PDF),,1
intn_mrp_oni,Sampling report sequence is not configured.,,1
intn_mrp_oni,Sampling reports,,1
intn_mrp_oni,Service Description,,2
intn_mrp_oni,Tipo de Informe,,1
intn_mrp_oni,Técnico,,3
intn_mrp_oni,[NOMBRE Y APELLIDO],,1
intn_mrp_oni,"<span class=""bold"">
                                                            Capacidad:
                                                        </span>",,0
intn_mrp_oni,"<span class=""bold"">
                                                            Fabricante:
                                                        </span>",,0
intn_mrp_oni,Descripcion del/los item(s) de inspeccion:,,0
intn_mrp_oni,INFORME DE TECNICO,,0
intn_mrp_oni,Inspection report sequence is not configured.,,0
intn_mrp_organism_access,Demo Finished DSE S1,,1
intn_mrp_organism_access,Demo Finished DSE S2,,1
intn_mrp_organism_access,Demo Finished OIAT S1,,1
intn_mrp_organism_access,Demo Finished OIAT S2,,1
intn_mrp_organism_access,Demo Finished ONC S1,,1
intn_mrp_organism_access,Demo Finished ONC S2,,1
intn_mrp_organism_access,Demo Finished ONI S1,,1
intn_mrp_organism_access,Demo Finished ONI S2,,1
intn_mrp_organism_access,Demo Finished ONM S1,,1
intn_mrp_organism_access,Demo Finished ONM S2,,1
intn_mrp_organism_access,Demo Finished ONN S1,,1
intn_mrp_organism_access,Demo Finished ONN S2,,1
intn_mrp_organism_access,Done,,1
intn_mrp_organism_access,In progress,,2
intn_mrp_organism_access,MRP DSE,,1
intn_mrp_organism_access,MRP OIAT,,1
intn_mrp_organism_access,MRP ONC,,1
intn_mrp_organism_access,MRP ONI,,1
intn_mrp_organism_access,MRP ONM,,1
intn_mrp_organism_access,MRP ONN,,1
intn_mrp_organism_access,Received,,2
intn_mrp_organism_access,Service done,,1
intn_mrp_organism_access,Service state,,1
intn_mrp_organism_access,You are not allowed to access records from another organism.,,1
intn_mrp_organism_access,You cannot create a manufacturing order outside your organisms.,,1
intn_mrp_organism_access,INTN Coordination,,1
intn_mrp_organism_access,INTN Department,,1
intn_mrp_organism_access,INTN Laboratory,,1
intn_mrp_organism_access,INTN Unit,,1
intn_mrp_organism_access,MRP METCI,,1
intn_mrp_organism_access,Only Manufacturing administrators can create work centers.,,1
intn_mrp_organism_access,Only Manufacturing administrators can modify work centers.,,1
intn_mrp_organism_access,Scrap,,1
intn_mrp_organism_access,Sync work center organism from INTN hierarchy,,1
intn_mrp_organism_access,Work Center,,1
intn_mrp_organism_access,Work center %(wc)s is already assigned to organism %(org)s.,,1
intn_mrp_organism_access,You are not allowed to access scrap records from another organism.,,1
intn_mrp_organism_access,You are not allowed to access work centers from another organism.,,1
intn_mrp_organism_access,You cannot create scrap records outside your organisms.,,1
intn_mrp_statistical_report,Agrupar por,,1
intn_mrp_statistical_report,Año anterior,,1
intn_mrp_statistical_report,Año del Servicio,,2
intn_mrp_statistical_report,Cancelado,,2
intn_mrp_statistical_report,Cant. Servicios por Expediente,,1
intn_mrp_statistical_report,Cantidad,,1
intn_mrp_statistical_report,Cantidad de Servicios,,1
intn_mrp_statistical_report,Cantidad de Servicios por Expediente,,1
intn_mrp_statistical_report,Cuenta 1 por servicio. Usá esta medida en el pivot agrupando por año para comparar interanualmente.,,1
intn_mrp_statistical_report,Departamento,,1
intn_mrp_statistical_report,Departamento Ejecutor,,3
intn_mrp_statistical_report,Display Name,,1
intn_mrp_statistical_report,Estado de Pago,,3
intn_mrp_statistical_report,Estadísticas de Servicios,,2
intn_mrp_statistical_report,Este año,,1
intn_mrp_statistical_report,Este mes,,1
intn_mrp_statistical_report,Facturado,,2
intn_mrp_statistical_report,Fecha del Servicio,,2
intn_mrp_statistical_report,ID,,1
intn_mrp_statistical_report,Mes del Servicio,,1
intn_mrp_statistical_report,No Facturado,,2
intn_mrp_statistical_report,No Pagado,,2
intn_mrp_statistical_report,Nombre de Organización,,1
intn_mrp_statistical_report,Nombre del Departamento,,1
intn_mrp_statistical_report,N° Expediente,,1
intn_mrp_statistical_report,N° Expediente Asociado,,1
intn_mrp_statistical_report,N° de Expediente Asociado,,1
intn_mrp_statistical_report,Orden de Producción,,1
intn_mrp_statistical_report,Organización,,3
intn_mrp_statistical_report,Pagado,,2
intn_mrp_statistical_report,Pedido de Venta,,1
intn_mrp_statistical_report,Producto,,3
intn_mrp_statistical_report,Reportes Estadísticos,,3
intn_mrp_statistical_report,Servicio Prestado,,1
intn_mrp_statistical_report,Statistical Report of Services,,1
intn_mrp_workorder_forwarding,A finished or cancelled work order cannot be cancelled.,,1
intn_mrp_workorder_forwarding,ID,,3
intn_mrp_workorder_forwarding,The current work center is not mapped to an INTN department; cannot forward.,,1
intn_mrp_workorder_forwarding,The source department is missing a Production Work Center; cannot revert.,,1
intn_mrp_workorder_forwarding,The target department must have a Production Work Center configured.,,1
intn_mrp_workorder_forwarding,This work order is already forwarded.,,2
intn_mrp_workorder_forwarding,This work order is not forwarded.,,1
intn_mrp_workorder_forwarding,You can only cancel forwarding in Ready state.,,1
intn_mrp_workorder_forwarding,You can only forward a work order in Ready state.,,2
intn_mrp_workorder_forwarding,You cannot change the work center of a finished work order unless it is being returned to Ready state.,,1
